Date,Open,High,Low,Close,Volume
2022-01-01,1.1749080237694725,1.2062858371373468,1.1284063292308575,1.1103363442337215,1872
2022-01-02,1.2901428612819832,1.327282082252756,1.0168279929990098,1.2062709263136298,2821
2022-01-03,1.2463987883622811,1.2628711962152652,1.0323257428189228,1.2081270243220215,2296
2022-01-04,1.2197316968394074,1.3017141382329405,1.1797108377054157,1.2274859802996414,4952
2022-01-05,1.1312037280884875,1.3815132947852184,1.121285811931918,1.2452182667445324,3109
2022-01-06,1.1311989040672406,1.249858445829775,1.001839410323326,1.295170415892507,1595
2022-01-07,1.11161672243364,1.2820765846071258,1.0202943085732064,1.2032600696602391,2903
2022-01-08,1.273235229154987,1.3511102277086096,1.1327003538216112,1.1645912945882493,1728
2022-01-09,1.2202230023486418,1.2457596330983245,1.0010123167692437,1.2590372389537408,2365
2022-01-10,1.241614515559209,1.2153959819657585,1.0321616102834996,1.154166450252415,1396
2022-01-11,1.1041168988591605,1.2579502905827535,1.1097467578733171,1.1877942841411273,1698
2022-01-12,1.293981970432399,1.2322442574508008,1.1383790395385387,1.1156912762684532,4090
2022-01-13,1.2664885281600844,1.3859395304685145,1.13039225190052,1.1050701486830916,3224
2022-01-14,1.1424678221356552,1.3616240759128833,1.044853861892112,1.292529682935585,2635
2022-01-15,1.1363649934414202,1.3266807513020846,1.142435844269507,1.2671960241024411,1395
2022-01-16,1.136680901970687,1.3742921180375434,1.04744981749936,1.2391948412187397,3492
2022-01-17,1.1608484485919077,1.3607344153798229,1.0650799396318535,1.181790588882854,4304
2022-01-18,1.2049512863264475,1.237314011777207,1.1492982810236048,1.1346588640141693,4986
2022-01-19,1.1863890037284233,1.3785117996979954,1.1299265798094429,1.1312874085342173,1075
2022-01-20,1.1582458280396084,1.30786844838313,1.1698446820988355,1.1500485796329192,1264
2022-01-21,1.2223705789444759,1.3614880310328124,1.1315225784600687,1.2098453329412242,3502
2022-01-22,1.1278987721304083,1.3792182599846985,1.1136617206670942,1.2429191845400125,2819
2022-01-23,1.1584289297070438,1.2636006949943728,1.0187349535656185,1.2320394753435464,1717
2022-01-24,1.1732723686587385,1.2220103849055353,1.0735431606118866,1.1559867793891887,3782
2022-01-25,1.1912139968434072,1.2455870325083882,1.053040473536345,1.290973056132639,4455
2022-01-26,1.2570351922786027,1.2854215577252512,1.0487979286758167,1.2475793833391537,4635
2022-01-27,1.139934756431672,1.3636029531844986,1.194602110950489,1.2108708105022803,1850
2022-01-28,1.2028468876827223,1.3721461166512685,1.078619544933352,1.2223441492468705,4577
2022-01-29,1.2184829137724085,1.201390426106238,1.1784093110354226,1.183920012485558,2390
2022-01-30,1.1092900825439995,1.302149460515513,1.1262277251994526,1.1495461979002315,1143
2022-01-31,1.2215089703802877,1.2834822006297557,1.1589622607083296,1.1711945357302525,1884
2022-02-01,1.1341048247374583,1.244421562094146,1.1005274186210383,1.2515692220928738,4140
2022-02-02,1.113010318597056,1.2239730734667364,1.1153807769252717,1.1028786977259513,4170
2022-02-03,1.2897771074506668,1.2675230342807255,1.0985035387637727,1.1232145281013832,1395
2022-02-04,1.293126406614912,1.3885819407825037,1.0390485975596089,1.1092005284043507,4096
2022-02-05,1.2616794696232922,1.264640586404151,1.144490423052301,1.108145760463794,3995
2022-02-06,1.1609227538346742,1.303758124348673,1.056154472488171,1.2710921168022016,3938
2022-02-07,1.119534422801277,1.3406037917790354,1.0048631932862908,1.2407315718760048,2492
2022-02-08,1.2368466053024314,1.2727259204758588,1.1290944591814336,1.1948347658174652,4555
2022-02-09,1.1880304987479202,1.394356416544192,1.0354221358814097,1.1195668321302004,4636
2022-02-10,1.124407646968956,1.3924894589884222,1.188091716870583,1.1983231750233665,4222
2022-02-11,1.1990353820222541,1.2503564591650729,1.1907857154005175,1.1946943541561132,2167
2022-02-12,1.1068777042230438,1.2994497011784771,1.1829728780440896,1.134640373982003,3616
2022-02-13,1.2818640804157564,1.260175661963354,1.0740317400510888,1.1867703298475947,2062
2022-02-14,1.1517559963200035,1.2569680988754934,1.0030913233057734,1.1797009468794748,3156
2022-02-15,1.2325044568707963,1.2073773894709066,1.185663712517545,1.2231700196104434,4764
2022-02-16,1.1623422152178822,1.3219128667959792,1.0856368296634629,1.227018730173529,2065
2022-02-17,1.2040136042355623,1.3005358046457722,1.193330963808734,1.109060801954409,2209
2022-02-18,1.209342055868656,1.2102957502499978,1.1927239954178506,1.1749225229252942,3982
2022-02-19,1.1369708911051055,1.2557292928473223,1.170601891093472,1.2251719831428474,3445
2022-02-20,1.2939169255529117,1.3816531771933307,1.058889778413917,1.2006272517160177,4294
2022-02-21,1.255026564672223,1.2479123781333945,1.077019545720385,1.2712979682376644,1633
2022-02-22,1.2878997883128378,1.2289789744182447,1.1702273343033713,1.2317387263237891,2156
